aX,aY,aZ,gX,gY,gZ
-0.262,-0.359,0.948,-17.090,16.113,18.005
-0.255,-0.339,0.949,-18.127,19.287,19.409
-0.259,-0.315,0.952,-17.334,22.827,21.606
-0.255,-0.298,0.942,-16.174,25.635,22.278
-0.239,-0.273,0.910,-17.029,29.114,22.644
-0.237,-0.244,0.878,-17.029,31.921,22.034
-0.225,-0.241,0.859,-14.954,32.104,19.958
-0.214,-0.244,0.853,-13.489,30.090,18.250
-0.212,-0.242,0.843,-15.076,28.931,16.174
-0.205,-0.250,0.838,-18.433,27.527,13.916
-0.205,-0.249,0.848,-21.973,24.353,11.963
-0.182,-0.277,0.856,-23.743,20.630,11.047
-0.192,-0.295,0.881,-22.339,19.348,10.803
-0.178,-0.307,0.864,-21.606,21.423,12.268
-0.184,-0.292,0.837,-19.531,23.254,15.381
-0.164,-0.267,0.809,-16.174,23.376,18.616
-0.155,-0.224,0.808,-12.512,19.958,21.362
-0.143,-0.192,0.827,-10.681,16.541,21.606
-0.143,-0.185,0.862,-10.742,13.489,18.677
-0.131,-0.191,0.884,-12.695,14.160,13.550
-0.119,-0.207,0.893,-16.357,18.738,8.484
-0.124,-0.216,0.901,-19.897,24.475,5.249
-0.127,-0.224,0.890,-23.010,28.564,3.540
-0.124,-0.221,0.876,-24.109,31.067,3.967
-0.122,-0.205,0.873,-23.376,30.212,5.798
-0.112,-0.179,0.859,-21.484,28.992,8.362
-0.100,-0.157,0.850,-17.944,29.663,8.972
-0.098,-0.162,0.866,-14.038,28.076,7.080
-0.089,-0.171,0.865,-12.756,27.344,4.883
-0.081,-0.182,0.850,-10.254,30.029,3.662
-0.082,-0.208,0.855,-5.920,30.518,2.380
-0.067,-0.221,0.860,-5.005,27.954,3.052
-0.057,-0.210,0.869,-6.714,26.672,5.615
-0.051,-0.192,0.869,-7.629,27.893,7.263
-0.050,-0.175,0.867,-8.240,29.419,7.202
-0.046,-0.160,0.862,-9.705,29.480,6.714
-0.037,-0.155,0.860,-11.902,28.076,5.737
-0.021,-0.160,0.849,-12.756,27.344,4.272
-0.020,-0.168,0.840,-9.949,28.198,2.869
-0.017,-0.184,0.840,-4.272,27.405,2.441
-0.008,-0.202,0.837,-0.061,25.635,4.028
-0.005,-0.202,0.839,-0.427,24.292,5.920
-0.006,-0.182,0.855,-3.418,21.545,7.202
0.000,-0.155,0.873,-5.798,18.127,8.667
0.005,-0.146,0.887,-5.737,14.771,9.766
0.014,-0.155,0.906,-5.249,13.367,8.789
0.021,-0.155,0.911,-6.592,15.503,7.446
0.026,-0.144,0.899,-8.057,19.897,6.348
0.026,-0.141,0.882,-6.226,23.193,4.944
0.026,-0.151,0.866,-2.747,23.621,3.601
0.032,-0.157,0.860,0.610,22.400,3.723
0.037,-0.174,0.869,1.892,18.921,4.089
0.040,-0.192,0.889,1.282,15.442,3.967
0.044,-0.201,0.902,-0.366,15.137,4.150
0.047,-0.201,0.898,-1.709,16.479,4.578
0.043,-0.196,0.889,-0.916,18.250,5.249
0.049,-0.190,0.884,0.793,17.456,6.531
0.048,-0.173,0.893,1.343,14.771,8.118
0.048,-0.148,0.909,0.977,12.512,9.583
0.051,-0.134,0.926,0.183,10.742,9.521
0.064,-0.145,0.930,0.000,10.010,7.935
0.066,-0.170,0.942,0.427,12.756,5.066
0.066,-0.175,0.932,-1.282,17.822,2.563
0.070,-0.163,0.889,-4.150,22.095,2.563
0.078,-0.167,0.854,-2.930,22.400,3.113
0.078,-0.183,0.847,-0.366,18.982,3.174
0.077,-0.183,0.850,-1.953,14.587,4.333
0.075,-0.165,0.862,-5.310,9.827,6.775
0.077,-0.149,0.883,-6.348,5.615,8.484
0.071,-0.137,0.912,-5.188,3.479,8.972
0.071,-0.133,0.929,-4.150,3.723,8.484
0.072,-0.141,0.943,-2.686,5.371,7.080
0.076,-0.160,0.940,-1.099,7.935,4.944
0.077,-0.163,0.914,0.122,12.512,3.662
-0.592,-0.657,1.501,19.470,-150.330,-63.110
-0.596,-0.606,1.628,20.630,-148.987,-43.091
-0.624,-0.512,1.731,30.884,-137.756,-28.748
-0.644,-0.355,1.818,47.791,-118.408,-18.921
-0.635,-0.314,1.828,64.453,-104.004,-15.930
-0.633,-0.399,1.848,72.815,-91.125,-30.029
-0.629,-0.536,1.776,64.392,-65.735,-52.063
-0.622,-0.661,1.593,46.570,-36.682,-67.261
-0.624,-0.877,1.507,34.485,-32.837,-72.571
-0.620,-1.002,1.552,18.555,-60.303,-62.195
-0.610,-1.002,1.741,-0.366,-101.074,-38.574
-0.594,-0.886,1.930,-8.240,-127.258,-9.766
-0.591,-0.679,2.068,-0.854,-124.023,14.832
-0.583,-0.456,2.098,17.883,-100.891,31.616
-0.568,-0.298,2.021,38.635,-73.914,39.734
-0.545,-0.216,1.932,54.932,-51.270,36.438
-0.519,-0.223,1.850,58.350,-35.828,26.550
-0.491,-0.275,1.788,45.715,-23.376,15.442
-0.471,-0.326,1.754,22.583,-13.611,7.507
-0.451,-0.339,1.730,2.258,-8.911,6.042
-0.432,-0.329,1.715,-3.784,-6.165,11.292
-0.413,-0.293,1.698,2.258,-1.465,19.226
-0.401,-0.228,1.649,9.155,7.385,25.818
-0.388,-0.156,1.584,12.634,17.822,28.015
-0.379,-0.124,1.519,14.343,26.611,25.208
-0.370,-0.132,1.448,14.343,35.217,18.799
-0.364,-0.161,1.361,11.841,44.983,12.268
-0.363,-0.203,1.282,8.301,52.979,7.263
-0.361,-0.254,1.221,3.601,55.176,4.211
-0.356,-0.297,1.171,-1.221,53.772,3.601
-0.355,-0.341,1.138,-2.563,53.101,4.395
-0.363,-0.373,1.104,-0.427,54.932,5.554
-0.364,-0.385,1.065,1.953,57.556,8.484
-0.364,-0.383,1.022,2.686,59.204,12.146
-0.365,-0.372,0.991,2.747,59.570,14.160
-0.363,-0.372,0.967,2.258,57.007,15.015
-0.363,-0.378,0.958,0.488,51.147,15.198
-0.363,-0.391,0.963,-2.502,44.189,15.747
-0.350,-0.412,0.971,-3.845,39.124,16.846
-0.344,-0.435,0.977,-2.625,38.757,18.311
-0.337,-0.438,0.950,-1.526,42.603,20.874
-0.329,-0.431,0.899,-0.488,47.485,24.170
-0.324,-0.418,0.854,-0.122,51.147,26.978
-0.311,-0.384,0.808,-2.441,53.101,29.907
-0.300,-0.345,0.773,-6.470,51.514,32.227
-0.287,-0.310,0.753,-11.597,45.166,33.508
-0.282,-0.286,0.766,-16.479,35.339,33.081
-0.276,-0.267,0.816,-20.508,26.672,31.006
-0.273,-0.239,0.874,-22.400,20.508,30.090
-0.260,-0.244,0.912,-19.592,17.944,29.541
-0.248,-0.247,0.939,-12.512,22.278,26.917
-0.246,-0.270,0.942,-4.517,32.104,24.902
-0.230,-0.313,0.901,-0.732,41.443,24.780
-0.226,-0.335,0.872,-1.648,47.424,25.452
-0.221,-0.333,0.837,-6.470,51.086,27.954
-0.217,-0.306,0.810,-11.169,50.598,33.142
-0.209,-0.275,0.804,-12.756,46.204,37.720
-0.202,-0.249,0.812,-12.146,41.626,39.551
-0.194,-0.226,0.829,-11.536,39.368,39.063
-0.187,-0.222,0.846,-11.353,36.987,37.109
-0.181,-0.229,0.875,-11.597,35.278,33.447
-0.171,-0.239,0.884,-12.817,36.133,29.541
-0.167,-0.235,0.874,-14.038,39.734,26.550
-0.157,-0.235,0.852,-13.611,42.725,24.475
-0.145,-0.249,0.839,-12.207,42.725,22.827
-0.133,-0.262,0.821,-11.353,41.687,21.423
-0.124,-0.262,0.795,-11.169,41.077,21.667
-0.120,-0.255,0.783,-10.803,38.757,22.888
-0.112,-0.250,0.792,-11.475,32.776,24.597
-0.102,-0.250,0.823,-14.587,25.696,25.269
-0.099,-0.233,0.851,-17.822,21.667,24.780
-0.092,-0.220,0.876,-17.395,20.569,24.231
-0.082,-0.225,0.891,-13.550,20.752,23.376
-0.072,-0.231,0.886,-10.193,24.048,21.606
-0.063,-0.226,0.861,-8.484,28.748,19.958
-0.057,-0.213,0.845,-6.775,30.518,18.982
-0.046,-0.210,0.847,-5.127,27.344,18.982
-0.032,-0.211,0.858,-5.249,23.621,18.860
-0.030,-0.219,0.860,-7.141,22.278,17.761
-0.018,-0.219,0.853,-10.193,23.560,15.930
-0.014,-0.231,0.840,-12.085,24.170,15.076
-0.007,-0.243,0.835,-13.794,23.621,14.343
-0.001,-0.236,0.840,-17.578,21.240,15.015
0.004,-0.215,0.849,-22.461,17.578,17.029
0.006,-0.194,0.867,-24.292,14.526,18.677
0.014,-0.181,0.883,-22.827,11.902,18.799
0.015,-0.177,0.905,-21.606,10.376,18.799
0.016,-0.166,0.921,-22.827,10.254,19.165
0.019,-0.156,0.930,-24.963,11.536,18.738
0.023,-0.147,0.929,-24.963,13.855,17.029
0.020,-0.151,0.922,-21.790,17.883,14.526
0.020,-0.165,0.898,-18.127,22.217,11.902
0.021,-0.178,0.872,-15.625,24.231,10.864
0.021,-0.224,0.843,-13.794,21.362,11.536
0.015,-0.195,0.861,-11.292,16.785,13.123
0.010,-0.189,0.863,-8.911,8.667,19.958
0.014,-0.168,0.882,-7.507,-0.488,24.170
0.021,-0.139,0.905,-6.042,-5.066,26.306
0.023,-0.100,0.926,-3.723,-7.141,27.771
0.033,-0.058,0.931,0.183,-7.690,28.687
0.044,-0.031,0.924,6.592,-6.409,28.198
0.052,-0.023,0.924,15.320,-2.380,25.269
0.062,-0.045,0.942,21.118,2.747,18.982
0.069,-0.074,0.939,18.921,9.399,10.559
0.067,-0.099,0.912,10.681,17.273,2.747
0.061,-0.133,0.880,1.587,23.071,-2.991
0.056,-0.169,0.854,-6.409,24.170,-6.165
0.046,-0.180,0.850,-14.038,22.156,-6.470
0.042,-0.180,0.848,-21.362,17.029,-3.174
0.041,-0.159,0.854,-25.635,10.132,3.235
0.042,-0.133,0.873,-23.804,2.258,9.827
0.047,-0.112,0.906,-16.724,-3.723,13.977
0.054,-0.104,0.940,-6.714,-6.409,15.808
0.059,-0.103,0.962,1.648,-5.432,15.747
0.055,-0.114,0.976,6.165,-1.953,13.794
0.062,-0.127,0.979,6.348,4.089,9.460
0.061,-0.128,0.955,2.747,12.268,5.615
0.064,-0.118,0.906,-1.099,19.775,3.540
0.067,-0.116,0.860,-1.465,22.217,2.502
-0.884,-0.862,2.307,98.450,-221.130,-124.146
-0.837,-1.076,2.343,78.979,-144.531,-105.469
-0.772,-1.066,2.249,53.650,-84.351,-75.623
-0.724,-1.059,2.256,58.105,-59.143,-50.293
-0.673,-0.892,2.155,58.472,-34.485,-25.330
-0.610,-0.599,1.872,48.950,-4.700,-5.798
-0.564,-0.378,1.638,52.002,9.888,-0.488
-0.540,-0.290,1.546,53.833,-0.244,-5.371
-0.518,-0.291,1.611,35.217,-30.273,-14.832
-0.511,-0.336,1.750,8.118,-57.739,-24.170
-0.512,-0.426,1.881,-2.136,-65.552,-29.358
-0.526,-0.504,1.931,8.118,-51.880,-27.649
-0.554,-0.531,1.874,23.499,-32.654,-16.357
-0.577,-0.502,1.795,33.630,-20.752,-3.418
-0.588,-0.499,1.785,35.034,-20.447,7.202
-0.583,-0.467,1.824,22.827,-25.269,16.296
-0.554,-0.397,1.863,2.686,-28.748,26.855
-0.510,-0.307,1.898,-10.559,-29.907,35.950
-0.469,-0.168,1.909,-14.526,-27.100,46.326
-0.433,-0.021,1.872,-10.376,-23.682,56.458
-0.393,0.085,1.849,-0.549,-16.602,61.646
-0.355,0.183,1.780,1.892,2.441,58.350
-0.332,0.211,1.638,-3.540,27.161,49.438
-0.314,0.205,1.469,-6.592,45.105,36.743
-0.306,0.167,1.329,-1.343,51.758,21.179
-0.307,0.083,1.240,8.301,52.063,8.423
-0.301,0.000,1.169,12.024,52.185,1.770
-0.301,-0.068,1.106,9.216,53.406,-2.075
-0.300,-0.133,1.063,5.798,55.298,-6.653
-0.308,-0.177,1.036,3.601,58.289,-11.047
-0.310,-0.214,0.998,3.967,58.228,-12.878
-0.326,-0.286,0.962,8.972,51.208,-10.681
-0.331,-0.325,0.966,17.395,40.955,-5.737
-0.328,-0.332,0.992,23.499,32.593,0.427
-0.321,-0.320,1.008,24.231,28.564,5.554
-0.324,-0.300,1.011,21.362,28.564,7.751
-0.323,-0.283,0.986,19.287,31.616,7.874
-0.315,-0.307,0.944,20.996,34.241,8.423
-0.308,-0.333,0.915,22.156,36.011,9.583
-0.299,-0.358,0.884,18.921,36.316,12.329
-0.280,-0.345,0.856,12.451,34.973,16.479
-0.279,-0.328,0.852,6.531,30.640,20.996
-0.275,-0.297,0.871,1.526,25.818,24.231
-0.271,-0.273,0.891,-4.211,22.034,26.367
-0.267,-0.262,0.911,-10.071,20.020,26.611
-0.267,-0.236,0.923,-15.381,19.714,25.940
-0.266,-0.174,0.930,-18.127,20.203,26.733
-0.264,-0.132,0.938,-14.709,19.348,26.855
-0.231,-0.130,0.951,-6.409,20.081,23.071
-0.237,-0.162,0.967,0.488,24.414,16.785
-0.229,-0.176,0.965,2.258,35.217,8.728
-0.222,-0.190,0.924,-0.244,46.082,3.357
-0.210,-0.206,0.883,-1.404,51.819,-0.122
-0.216,-0.231,0.854,0.366,53.040,-2.563
-0.212,-0.271,0.840,2.625,50.415,-3.540
-0.201,-0.307,0.844,3.296,45.776,-2.991
-0.198,-0.338,0.857,1.831,40.710,-0.427
-0.194,-0.359,0.870,-0.916,38.818,2.258
-0.189,-0.342,0.873,-4.944,39.001,5.920
-0.183,-0.315,0.865,-8.728,36.987,11.047
-0.169,-0.288,0.858,-7.690,34.424,15.015
-0.163,-0.264,0.859,-4.517,32.837,16.357
-0.151,-0.247,0.855,-3.479,31.189,17.212
-0.144,-0.229,0.854,-5.127,29.907,16.907
-0.134,-0.203,0.860,-8.118,27.893,16.052
-0.129,-0.190,0.866,-11.230,25.696,14.893
-0.125,-0.184,0.879,-13.123,24.658,12.512
-0.117,-0.194,0.890,-13.550,23.743,9.705
-0.109,-0.210,0.896,-12.146,23.621,7.385
-0.107,-0.218,0.901,-10.132,24.414,7.324
-0.109,-0.211,0.903,-8.484,23.865,9.460
-0.103,-0.205,0.920,-6.165,21.240,10.986
-0.097,-0.192,0.943,-3.845,17.517,12.512
-0.085,-0.188,0.959,-2.258,14.221,13.733
-0.082,-0.175,0.972,-1.160,14.038,13.611
-0.078,-0.151,0.976,-0.488,17.151,13.184
-0.074,-0.135,0.971,-0.366,19.165,12.451
-0.073,-0.142,0.975,-0.977,18.860,9.949
-0.068,-0.154,0.990,-3.479,18.616,6.409
-0.061,-0.172,0.990,-6.165,19.165,3.723
-0.053,-0.181,0.979,-6.287,21.484,2.686
-0.051,-0.185,0.969,-3.479,23.499,3.174
-0.044,-0.200,0.954,0.488,23.010,4.883
-0.039,-0.216,0.952,2.869,22.217,6.470
-0.034,-0.226,0.951,1.526,20.508,8.362
-0.032,-0.218,0.950,-2.869,19.409,10.864
-0.022,-0.203,0.945,-6.470,17.944,13.489
-0.009,-0.185,0.942,-7.629,16.541,15.747
0.004,-0.168,0.944,-6.775,16.235,16.785
0.011,-0.151,0.954,-6.348,16.541,16.602
0.013,-0.147,0.968,-7.324,17.334,14.832
0.008,-0.144,0.975,-9.277,20.569,12.085
0.009,-0.144,0.962,-10.681,27.893,8.667
0.012,-0.157,0.931,-10.559,35.583,4.333
0.010,-0.182,0.899,-9.155,40.222,0.305
0.006,-0.203,0.875,-9.277,40.710,-1.465
0.014,-0.208,0.856,-11.902,36.987,-0.488
0.022,-0.211,0.854,-14.099,30.029,3.357
0.033,-0.210,0.870,-15.198,20.508,6.836
0.030,-0.218,0.908,-16.113,12.451,9.705
0.047,-0.200,0.937,-17.578,8.118,11.841
0.044,-0.197,0.944,-18.616,8.789,13.489
0.044,-0.179,0.941,-18.555,13.916,13.428
0.044,-0.150,0.926,-18.005,19.470,13.672
0.037,-0.133,0.917,-15.503,20.508,14.526
0.039,-0.128,0.918,-11.475,18.494,13.672
0.036,-0.130,0.921,-9.583,17.029,12.451
0.041,-0.113,0.919,-10.986,17.029,10.681
0.050,-0.105,0.909,-12.756,17.395,9.155
0.056,-0.109,0.914,-12.573,17.090,6.104
0.052,-0.103,0.934,-12.329,15.869,2.014
0.065,-0.123,0.937,-11.780,15.015,-0.305
0.069,-0.149,0.938,-10.437,16.296,-2.686
0.028,-0.151,0.957,-9.949,20.081,-4.700
-0.093,-0.162,0.998,-10.681,24.231,-5.188
-0.220,-0.161,1.230,-16.174,30.273,-11.658
0.561,-0.310,0.876,-24.963,33.752,-12.390
0.258,-0.147,0.810,-2.625,50.232,19.226
0.064,-0.091,0.827,26.855,59.631,35.217
-0.698,-0.747,1.706,47.241,-181.580,-119.934
-0.723,-0.993,1.642,64.148,-127.075,-103.149
-0.737,-0.956,1.540,68.054,-93.506,-65.186
-0.745,-0.770,1.494,69.092,-91.980,-27.405
-0.723,-0.567,1.518,62.866,-107.056,-5.493
-0.701,-0.481,1.557,45.837,-118.286,-2.930
-0.700,-0.506,1.625,22.461,-122.742,-15.442
-0.698,-0.591,1.693,-2.197,-121.826,-29.297
-0.702,-0.647,1.752,-19.104,-121.643,-30.151
-0.682,-0.632,1.812,-20.996,-124.573,-17.883
-0.641,-0.582,1.877,-10.742,-127.502,-0.488
-0.588,-0.512,1.916,-1.404,-125.671,12.390
-0.557,-0.451,1.916,0.671,-116.699,19.348
-0.519,-0.396,1.894,-1.343,-98.999,21.667
-0.490,-0.359,1.839,-4.761,-80.566,22.583
-0.479,-0.344,1.774,-7.690,-64.941,20.935
-0.450,-0.328,1.685,-9.949,-53.833,19.287
-0.429,-0.295,1.646,-9.338,-51.880,22.339
-0.408,-0.235,1.716,-8.179,-62.256,27.771
-0.395,-0.146,1.865,-8.423,-78.064,34.302
-0.384,-0.100,1.980,-4.578,-89.050,39.490
-0.369,-0.068,2.130,7.263,-80.994,40.039
-0.355,-0.002,2.136,13.062,-44.556,35.461
-0.350,0.026,1.997,15.503,-1.770,25.330
-0.349,-0.007,1.807,22.827,31.616,12.939
-0.343,-0.062,1.606,30.151,52.307,5.737
-0.339,-0.115,1.440,33.752,59.265,3.723
-0.339,-0.134,1.343,31.250,57.312,4.456
-0.342,-0.136,1.290,21.484,49.133,7.568
-0.346,-0.128,1.288,10.925,37.354,10.132
-0.349,-0.117,1.318,6.409,30.212,10.864
-0.358,-0.121,1.334,7.874,30.701,10.254
-0.364,-0.137,1.322,11.292,35.950,8.118
-0.375,-0.149,1.294,12.451,40.527,6.348
-0.379,-0.149,1.271,12.268,41.382,5.676
-0.385,-0.152,1.262,14.221,39.490,5.493
-0.385,-0.172,1.266,20.203,37.109,4.761
-0.390,-0.198,1.258,26.672,37.354,3.662
-0.385,-0.210,1.210,30.029,42.664,2.991
-0.378,-0.252,1.184,30.640,47.913,0.854
-0.384,-0.310,1.180,26.306,48.828,-3.113
-0.379,-0.342,1.158,16.357,51.758,-4.517
-0.376,-0.363,1.135,8.911,56.702,-2.563
-0.375,-0.374,1.109,6.836,60.669,0.366
-0.376,-0.361,1.078,6.714,64.209,4.395
-0.380,-0.335,1.059,6.775,66.772,8.423
-0.355,-0.325,1.037,6.165,65.247,10.376
-0.356,-0.326,1.012,5.676,62.744,9.644
-0.353,-0.324,0.978,5.859,66.589,7.446
-0.346,-0.326,0.955,6.042,70.496,7.080
-0.328,-0.333,0.936,5.676,68.542,7.019
-0.320,-0.340,0.930,5.005,63.171,7.263
-0.308,-0.343,0.925,4.211,61.646,7.751
-0.298,-0.330,0.896,4.089,63.416,9.399
-0.279,-0.325,0.864,6.042,66.040,11.169
-0.267,-0.328,0.842,6.714,68.726,11.719
-0.267,-0.300,0.807,2.869,71.533,11.230
-0.255,-0.281,0.759,-1.648,73.059,11.475
-0.242,-0.294,0.735,-4.211,71.472,9.155
-0.233,-0.321,0.733,-7.568,64.941,5.981
-0.219,-0.342,0.750,-12.878,56.396,5.310
-0.206,-0.337,0.768,-17.334,49.683,7.874
-0.188,-0.313,0.759,-18.738,48.584,12.146
-0.178,-0.272,0.742,-16.113,50.293,15.137
-0.172,-0.232,0.732,-12.451,49.011,16.968
-0.160,-0.200,0.735,-11.597,45.898,17.944
-0.148,-0.194,0.748,-13.306,40.527,16.296
-0.139,-0.211,0.762,-16.357,37.659,12.085
-0.132,-0.231,0.764,-18.494,37.720,8.301
-0.127,-0.234,0.755,-17.883,36.682,7.935
-0.125,-0.212,0.748,-13.428,33.813,11.047
-0.117,-0.195,0.753,-5.188,27.588,14.587
-0.090,-0.217,0.784,2.319,20.813,15.381
-0.085,-0.231,0.828,3.052,16.174,14.221
-0.077,-0.240,0.848,-4.089,17.090,12.268
-0.075,-0.236,0.859,-12.390,21.545,10.925
-0.071,-0.235,0.850,-18.372,25.146,10.498
-0.065,-0.236,0.833,-20.996,27.161,10.559
-0.056,-0.232,0.823,-21.729,27.344,11.292
-0.048,-0.221,0.835,-21.973,23.560,13.245
-0.037,-0.194,0.853,-21.057,18.738,15.869
-0.022,-0.165,0.853,-17.090,16.541,18.372
-0.012,-0.143,0.858,-9.460,16.357,19.104
-0.009,-0.136,0.861,-2.625,16.785,18.372
-0.001,-0.146,0.857,0.305,17.090,15.991
0.010,-0.168,0.861,-0.793,18.127,12.512
0.009,-0.190,0.880,-5.493,19.165,9.155
0.011,-0.201,0.878,-11.719,20.142,7.874
0.019,-0.205,0.863,-13.916,22.461,8.545
0.021,-0.207,0.845,-11.108,23.437,9.827
0.029,-0.203,0.838,-6.348,22.278,12.146
0.028,-0.190,0.849,-3.784,18.860,14.343
0.024,-0.161,0.874,-3.662,14.526,15.808
0.031,-0.139,0.899,-3.784,11.414,16.113
0.035,-0.145,0.912,-3.113,9.583,14.771
0.046,-0.168,0.914,-2.136,11.658,11.353
0.053,-0.182,0.911,-3.479,18.066,7.080
0.054,-0.189,0.888,-7.385,22.522,4.700
0.059,-0.190,0.864,-8.911,23.132,5.310
0.062,-0.188,0.847,-5.859,21.484,7.935
0.063,-0.186,0.853,-1.343,16.968,11.292
0.066,-0.172,0.859,0.427,12.085,15.015
0.070,-0.146,0.871,-0.793,9.399,17.822
0.074,-0.139,0.891,-2.319,7.751,17.944
0.080,-0.141,0.896,-4.578,8.118,15.869
0.088,-0.126,0.887,-7.019,11.780,13.733
0.094,-0.112,0.862,-7.141,16.296,11.902
0.090,-0.122,0.852,-4.517,17.883,9.277
0.087,-0.148,0.852,-3.540,16.968,6.348
0.093,-0.184,0.855,-5.066,15.198,4.395
0.106,-0.217,0.860,-6.409,13.062,3.845
0.107,-0.219,0.855,-5.371,12.878,6.592
0.110,-0.196,0.836,-2.625,13.306,11.475
0.110,-0.173,0.829,1.160,11.047,15.381
0.114,-0.148,0.833,2.075,7.629,17.212
0.117,-0.127,0.845,-0.061,4.456,17.273
0.117,-0.116,0.860,-2.930,2.991,15.625
0.115,-0.111,0.878,-4.761,3.357,13.062
0.114,-0.105,0.885,-5.676,4.944,10.376
-0.965,-0.836,1.684,107.117,-173.279,-154.175
-0.948,-0.957,1.624,118.164,-137.146,-121.582
-0.918,-0.948,1.689,112.732,-134.399,-90.942
-0.892,-0.914,1.894,95.947,-149.292,-71.838
-0.875,-0.846,2.050,55.786,-155.518,-59.753
-0.840,-0.793,2.188,9.338,-151.550,-52.551
-0.821,-0.729,2.294,-29.541,-132.935,-45.654
-0.783,-0.609,2.295,-55.359,-103.271,-36.865
-0.763,-0.497,2.264,-54.504,-79.590,-27.527
-0.727,-0.429,2.245,-29.297,-66.467,-19.531
-0.676,-0.414,2.217,1.038,-56.335,-11.658
-0.615,-0.420,2.184,20.996,-46.631,-7.019
-0.565,-0.430,2.150,26.794,-37.170,-5.310
-0.523,-0.472,2.136,22.522,-28.931,-4.395
-0.472,-0.516,2.129,10.742,-19.958,-2.319
-0.431,-0.520,2.095,-3.906,-9.460,4.456
-0.400,-0.471,2.052,-13.855,-0.305,16.174
-0.367,-0.373,2.028,-13.794,7.080,29.419
-0.341,-0.263,1.981,-7.385,13.550,41.626
-0.311,-0.183,1.906,1.709,21.423,49.500
-0.291,-0.120,1.845,9.399,35.034,50.476
-0.279,-0.038,1.729,8.667,57.068,45.654
-0.275,-0.008,1.590,6.165,76.050,36.499
-0.277,-0.034,1.476,8.057,85.938,24.963
-0.281,-0.088,1.381,11.292,87.585,17.029
-0.277,-0.131,1.302,12.695,86.304,13.000
-0.279,-0.155,1.245,11.719,84.717,11.292
-0.284,-0.178,1.215,9.827,79.651,10.620
-0.287,-0.215,1.205,7.385,70.801,10.132
-0.294,-0.262,1.206,5.615,64.087,9.460
-0.310,-0.275,1.195,4.028,63.049,10.681
-0.331,-0.282,1.178,4.761,62.073,14.099
-0.346,-0.292,1.162,8.911,57.800,17.334
-0.353,-0.306,1.121,15.686,53.894,20.874
-0.342,-0.308,1.045,23.010,53.894,24.902
-0.324,-0.290,0.965,29.907,57.129,29.236
-0.311,-0.269,0.904,34.607,58.960,30.945
-0.294,-0.298,0.884,34.607,52.185,28.564
-0.293,-0.355,0.908,26.245,39.734,23.926
-0.288,-0.377,0.936,8.423,32.715,22.705
-0.275,-0.394,0.950,-9.155,33.020,24.170
-0.268,-0.388,0.955,-20.447,38.086,25.269
-0.272,-0.341,0.938,-26.123,46.265,27.954
-0.278,-0.287,0.900,-24.963,52.612,31.128
-0.268,-0.262,0.869,-17.578,54.993,31.067
-0.250,-0.270,0.846,-10.864,55.298,29.175
-0.235,-0.290,0.822,-10.193,55.786,26.245
-0.219,-0.309,0.797,-15.259,55.908,23.193
-0.215,-0.319,0.779,-23.193,53.894,21.790
-0.207,-0.317,0.765,-28.931,49.500,22.583
-0.200,-0.309,0.764,-29.053,43.396,25.330
-0.186,-0.292,0.781,-25.940,37.659,27.710
-0.180,-0.275,0.811,-22.339,32.959,29.480
-0.171,-0.248,0.822,-21.729,31.799,30.762
-0.159,-0.224,0.815,-22.217,33.569,30.396
-0.155,-0.227,0.823,-22.461,34.546,27.649
-0.151,-0.240,0.839,-24.963,33.386,24.780
-0.138,-0.248,0.831,-28.259,32.593,23.315
-0.123,-0.257,0.815,-27.161,33.264,23.560
-0.126,-0.251,0.815,-21.790,33.752,25.085
-0.124,-0.228,0.813,-17.273,30.884,28.503
-0.104,-0.193,0.785,-14.343,28.503,32.104
-0.097,-0.170,0.775,-12.085,27.100,32.837
-0.092,-0.147,0.782,-12.939,22.827,31.006
-0.063,-0.155,0.812,-17.639,14.832,28.625
-0.063,-0.146,0.864,-22.644,7.019,25.513
-0.061,-0.140,0.902,-24.170,6.653,22.705
-0.054,-0.136,0.916,-20.203,13.611,20.935
-0.049,-0.137,0.906,-14.343,23.499,18.799
-0.043,-0.140,0.859,-10.010,32.166,16.968
-0.034,-0.143,0.803,-6.836,39.001,14.771
-0.039,-0.147,0.777,-4.944,40.649,13.123
-0.036,-0.151,0.764,-6.226,33.569,13.062
-0.017,-0.147,0.787,-9.644,22.156,14.893
-0.012,-0.135,0.835,-12.390,11.719,16.785
-0.003,-0.120,0.881,-14.160,7.996,16.785
0.001,-0.118,0.911,-14.038,9.155,15.686
0.015,-0.117,0.925,-12.207,14.526,13.062
0.020,-0.116,0.913,-10.132,24.048,10.620
0.022,-0.117,0.877,-8.118,33.569,8.118
0.028,-0.127,0.834,-6.897,38.696,5.981
0.032,-0.137,0.809,-5.859,38.757,5.737
0.040,-0.144,0.803,-5.066,33.813,7.324
0.048,-0.149,0.807,-4.578,26.123,10.193
0.054,-0.133,0.822,-3.845,21.423,13.245
0.063,-0.120,0.829,-3.235,18.799,15.503
0.064,-0.108,0.846,-2.747,17.090,15.381
0.065,-0.102,0.862,-3.601,16.235,14.282
0.072,-0.100,0.877,-5.249,15.747,13.245
0.068,-0.081,0.883,-5.371,16.785,12.451
0.061,-0.049,0.884,-2.014,19.409,12.451
0.063,-0.031,0.878,3.662,20.325,12.268
