aX,aY,aZ,gX,gY,gZ
0.206,0.216,0.390,-14.771,-41.443,-2.991
0.182,0.166,0.403,-34.241,-18.311,-5.493
0.167,0.149,0.416,-35.767,-6.226,-5.188
0.143,0.122,0.409,-22.705,-9.277,-3.052
0.129,0.120,0.508,-5.432,-22.644,0.916
0.112,0.182,0.597,1.709,-33.630,7.996
0.086,0.258,0.694,2.075,-43.518,10.498
0.060,0.286,0.803,1.526,-50.354,6.470
0.034,0.264,0.919,-0.732,-49.072,-0.977
0.012,0.233,0.984,-6.531,-38.391,-6.897
0.009,0.172,1.001,-8.484,-25.757,-11.841
0.018,0.104,0.993,-2.625,-14.221,-15.259
0.044,0.048,0.962,6.836,-5.554,-15.564
0.066,0.022,0.907,16.663,0.366,-12.146
0.085,0.028,0.842,23.376,2.441,-7.080
0.097,0.026,0.826,26.245,-1.099,-4.395
0.102,0.025,0.831,24.170,-7.202,-4.639
0.101,0.025,0.856,17.883,-10.254,-5.920
0.087,0.016,0.898,12.329,-13.916,-8.362
0.071,0.007,0.953,9.277,-18.860,-10.437
0.067,-0.001,0.998,8.423,-21.606,-11.719
0.068,-0.017,1.016,9.827,-19.470,-12.695
0.067,-0.045,1.015,12.695,-12.146,-13.245
0.078,-0.065,0.979,16.296,-4.700,-13.306
0.090,-0.085,0.928,20.569,0.305,-12.512
0.104,-0.106,0.880,23.682,1.099,-11.780
0.119,-0.127,0.843,23.560,-0.916,-10.376
0.129,-0.130,0.827,21.240,-4.700,-9.033
0.141,-0.128,0.811,16.663,-8.179,-7.141
0.139,-0.124,0.824,11.902,-12.268,-6.165
0.124,-0.105,0.853,5.615,-16.663,-7.019
0.106,-0.084,0.892,-1.221,-20.996,-7.690
0.073,-0.051,0.937,-4.944,-25.452,-7.629
0.064,-0.031,0.981,-3.662,-28.259,-7.080
0.060,-0.018,1.017,1.709,-28.687,-6.592
0.051,-0.014,1.046,6.104,-26.611,-6.958
0.041,-0.011,1.065,7.080,-23.621,-8.423
0.035,-0.029,1.069,5.981,-20.447,-10.315
0.026,-0.056,1.064,3.967,-17.212,-12.634
0.011,-0.084,1.061,1.831,-15.381,-14.160
0.011,-0.097,1.048,-0.061,-13.794,-13.855
0.012,-0.098,1.030,-0.427,-12.512,-11.841
0.021,-0.103,1.000,2.197,-10.864,-9.644
0.031,-0.109,0.978,7.080,-9.583,-7.568
0.038,-0.111,0.954,10.498,-9.460,-5.920
0.043,-0.098,0.927,11.169,-9.094,-4.395
0.049,-0.090,0.910,10.437,-10.376,-3.906
0.047,-0.090,0.912,8.240,-13.367,-4.395
0.041,-0.095,0.925,4.395,-16.602,-4.883
0.025,-0.096,0.956,1.160,-19.836,-5.310
0.015,-0.101,0.984,-0.488,-22.034,-5.371
0.013,-0.100,1.000,0.549,-22.522,-4.578
0.005,-0.099,1.012,3.174,-21.240,-3.174
-0.001,-0.079,1.018,5.310,-19.043,-0.854
0.002,-0.057,1.012,6.592,-17.456,0.916
0.006,-0.053,1.006,8.240,-15.808,1.160
0.009,-0.055,1.001,9.216,-14.282,-0.305
0.008,-0.049,0.990,8.118,-13.062,-1.221
0.008,-0.055,0.986,7.141,-13.306,-1.831
0.003,-0.069,1.001,6.714,-15.747,-3.479
0.000,-0.085,1.003,5.554,-16.174,-4.395
-0.014,-0.100,1.021,4.578,-15.991,-4.700
-0.027,-0.115,1.031,4.333,-16.052,-4.944
-0.038,-0.122,1.039,5.371,-14.343,-4.333
-0.035,-0.135,1.035,6.775,-13.123,-3.235
-0.028,-0.129,1.022,8.179,-11.597,-1.282
-0.020,-0.117,1.006,9.766,-9.949,1.526
-0.021,-0.088,0.996,11.841,-9.155,4.395
-0.022,-0.065,0.998,13.245,-10.498,6.104
-0.026,-0.050,1.005,13.184,-13.184,5.005
-0.037,-0.035,1.023,11.963,-13.611,2.991
-0.051,-0.044,1.047,10.193,-14.465,0.610
-0.059,-0.063,1.054,7.507,-13.916,-2.441
-0.069,-0.089,1.051,4.883,-10.498,-4.761
-0.070,-0.113,1.035,2.625,-7.446,-5.615
-0.069,-0.117,1.016,2.991,-4.883,-5.371
-0.060,-0.120,0.998,6.287,-3.845,-4.150
-0.044,-0.126,0.980,11.475,-3.845,-1.892
-0.033,-0.126,0.967,15.808,-4.395,1.282
-0.032,-0.110,0.945,17.334,-4.150,3.784
-0.039,-0.088,0.935,17.090,-4.089,4.639
-0.498,-0.334,1.983,-5.676,-33.997,0.000
-0.529,-0.365,2.090,-4.761,-26.245,-0.366
-0.569,-0.369,2.192,-0.183,-15.259,2.441
-0.572,-0.378,2.249,6.348,-0.916,7.202
-0.578,-0.415,2.278,13.306,14.893,9.766
-0.594,-0.461,2.285,16.174,32.593,9.705
-0.620,-0.499,2.281,10.681,46.448,9.705
-0.652,-0.536,2.306,1.099,53.711,10.376
-0.697,-0.570,2.360,-10.193,57.922,11.230
-0.720,-0.581,2.390,-21.973,64.697,12.146
-0.736,-0.590,2.359,-30.396,78.064,13.123
-0.731,-0.626,2.264,-33.997,96.436,11.230
-0.712,-0.659,2.094,-36.804,115.906,8.850
-0.685,-0.651,1.905,-41.077,135.620,7.568
-0.634,-0.669,1.685,-45.349,147.217,6.714
-0.561,-0.698,1.467,-46.936,150.513,6.775
-0.521,-0.662,1.255,-48.035,153.198,11.841
-0.467,-0.586,1.046,-50.110,160.339,18.372
-0.407,-0.549,0.832,-52.063,169.922,20.630
-0.348,-0.496,0.637,-52.734,180.969,18.127
-0.302,-0.446,0.288,-49.500,181.335,16.541
-0.202,-0.457,0.032,-36.987,167.419,14.343
-0.126,-0.469,-0.044,-24.414,163.574,12.817
-0.095,-0.441,-0.206,-30.151,171.265,16.724
-0.049,-0.289,-0.637,-54.382,169.678,23.865
-0.010,-0.210,-0.801,-59.265,143.433,25.024
0.043,-0.135,-0.850,-57.739,105.164,26.794
0.118,-0.006,-0.869,-62.927,77.698,33.020
0.192,0.148,-0.888,-62.927,63.599,37.720
0.252,0.200,-0.907,-50.903,55.603,39.795
0.322,0.197,-0.935,-35.950,51.270,44.861
0.353,0.203,-0.973,-28.381,44.800,51.758
0.361,0.207,-0.938,-28.503,29.846,59.448
0.343,0.159,-0.821,-34.790,3.540,66.162
0.364,0.314,-0.640,-41.687,-19.592,66.956
0.338,0.387,-0.380,-40.466,-41.626,52.795
0.300,0.446,-0.109,-34.241,-54.871,33.020
0.244,0.411,0.016,-29.114,-63.599,18.005
0.214,0.391,0.164,-21.973,-71.350,13.611
0.188,0.451,0.448,-13.184,-68.420,17.517
0.155,0.473,0.584,-7.202,-60.974,16.846
0.131,0.406,0.714,0.610,-52.429,7.385
0.107,0.290,0.806,3.845,-42.908,-2.808
0.089,0.173,0.862,2.319,-34.668,-7.874
0.090,0.085,0.900,0.732,-28.748,-8.850
0.085,0.038,0.925,2.441,-24.109,-7.202
0.088,0.002,0.931,8.850,-18.860,-4.333
0.099,-0.019,0.927,18.311,-14.587,0.488
0.103,-0.002,0.912,24.719,-13.184,6.226
0.111,0.032,0.921,26.245,-15.076,10.437
0.114,0.075,0.952,24.719,-19.287,11.353
0.100,0.096,1.004,21.729,-22.522,8.850
0.092,0.087,1.050,17.700,-25.391,3.235
0.099,0.045,1.071,14.465,-22.888,-2.197
0.097,-0.001,1.066,12.695,-14.587,-5.676
0.104,-0.028,1.012,12.024,-5.798,-6.836
0.116,-0.031,0.919,13.367,0.488,-6.470
0.122,-0.042,0.862,15.564,0.366,-5.920
0.117,-0.039,0.833,14.038,-4.761,-5.310
0.107,-0.028,0.827,10.193,-11.047,-4.272
0.097,-0.028,0.859,7.019,-16.968,-4.456
0.084,-0.051,0.905,3.723,-20.813,-6.531
0.067,-0.080,0.939,-1.465,-21.667,-9.216
0.058,-0.095,0.963,-5.920,-22.583,-10.742
0.049,-0.092,0.994,-6.409,-22.400,-9.705
0.032,-0.085,1.028,-2.930,-23.193,-6.897
0.023,-0.068,1.051,0.427,-23.682,-4.272
0.027,-0.055,1.071,3.296,-21.362,-2.319
0.025,-0.042,1.081,5.920,-18.677,-1.709
0.027,-0.026,1.074,8.362,-15.320,-0.793
0.027,-0.011,1.058,10.864,-11.780,-0.061
0.036,-0.016,1.038,11.658,-10.559,-1.465
0.038,-0.030,1.022,10.559,-10.437,-3.784
0.040,-0.046,1.007,7.568,-9.827,-5.127
0.046,-0.065,1.000,4.272,-10.437,-5.493
0.046,-0.073,0.995,1.648,-11.353,-5.615
0.045,-0.081,1.001,0.427,-12.329,-5.127
0.051,-0.084,1.011,-0.488,-13.428,-4.578
0.060,-0.091,1.019,-0.854,-13.672,-4.028
0.063,-0.093,1.017,-0.061,-12.451,-3.540
0.053,-0.079,1.005,1.526,-10.620,-1.831
0.048,-0.067,1.000,3.540,-10.925,0.000
0.042,-0.058,1.005,4.578,-12.329,0.854
0.041,-0.042,1.002,2.930,-12.451,0.427
0.044,-0.039,0.996,1.648,-10.742,-1.160
0.043,-0.060,0.980,2.136,-9.094,-3.540
0.044,-0.093,0.957,1.892,-7.751,-5.310
0.045,-0.102,0.946,-0.549,-7.324,-5.859
0.047,-0.095,0.948,-3.296,-8.972,-4.700
0.044,-0.079,0.967,-3.723,-12.695,-2.014
0.039,-0.058,0.999,-1.099,-15.259,0.610
0.036,-0.034,1.011,2.563,-15.808,2.197
0.029,-0.019,1.017,6.042,-13.977,2.563
0.021,-0.007,1.007,8.179,-10.803,2.136
0.024,-0.006,0.989,8.423,-8.484,0.916
0.027,-0.025,0.976,7.446,-7.996,-1.526
0.027,-0.055,0.981,5.554,-8.484,-3.906
0.033,-0.080,0.981,3.174,-8.057,-4.517
0.038,-0.098,0.981,3.296,-7.385,-3.967
0.039,-0.109,0.973,6.165,-6.653,-2.075
0.036,-0.105,0.954,9.216,-5.432,0.549
0.047,-0.096,0.916,11.780,-4.700,3.113
0.042,-0.076,0.903,13.245,-5.188,4.761
0.038,-0.056,0.908,12.146,-8.179,5.310
0.033,-0.030,0.914,7.812,-9.705,5.188
0.022,-0.015,0.921,3.479,-10.376,2.930
0.010,-0.010,0.940,-0.427,-11.414,0.061
0.004,-0.021,0.952,-2.991,-11.841,-2.014
-0.002,-0.033,0.966,-2.686,-11.108,-3.113
-0.008,-0.044,0.981,0.427,-10.376,-2.930
-0.003,-0.049,0.985,4.578,-10.254,-0.916
-0.001,-0.058,1.001,9.277,-8.789,0.854
0.000,-0.069,1.008,11.841,-8.362,1.343
-0.018,-0.046,1.004,10.193,-5.859,1.587
-0.014,-0.042,0.990,8.545,-4.150,1.343
-0.000,-0.067,0.988,10.071,-5.615,-0.610
0.004,-0.093,0.982,10.376,-5.005,-2.380
0.008,-0.104,0.959,7.996,-3.235,-2.625
0.003,-0.097,0.935,5.737,-3.357,-2.075
-0.362,-0.462,2.450,31.555,-95.764,-1.953
-0.461,-0.545,2.877,18.738,-100.708,-1.587
-0.588,-0.570,3.245,-9.094,-87.524,0.305
-0.717,-0.573,3.505,-36.438,-62.622,-0.793
-0.831,-0.569,3.627,-51.392,-26.184,-2.869
-0.903,-0.566,3.571,-54.138,20.752,-3.784
-0.911,-0.576,3.341,-48.950,68.665,-3.662
-0.878,-0.591,2.987,-40.588,112.854,-2.258
-0.809,-0.589,2.578,-32.898,146.118,-0.244
-0.740,-0.555,2.187,-26.184,168.762,3.845
-0.653,-0.458,1.802,-22.827,186.340,10.620
-0.562,-0.331,1.402,-21.545,196.106,17.944
-0.498,-0.250,1.067,-19.104,197.266,20.813
-0.417,-0.228,0.804,-22.278,195.435,16.479
-0.364,-0.245,0.593,-32.898,191.956,4.944
-0.357,-0.321,0.267,-46.692,176.880,-7.996
-0.299,-0.381,0.214,-52.734,158.508,-16.724
-0.283,-0.444,0.137,-59.082,144.165,-13.062
-0.273,-0.420,-0.024,-69.214,130.310,-3.418
-0.238,-0.344,-0.080,-72.266,124.756,6.409
-0.224,-0.257,-0.183,-66.833,117.188,13.184
-0.225,-0.165,-0.202,-59.265,101.746,15.930
-0.214,-0.048,-0.220,-58.960,91.797,20.081
-0.177,0.055,-0.249,-63.538,84.106,22.095
-0.130,0.112,-0.278,-64.453,75.928,17.395
-0.076,0.120,-0.321,-59.082,73.486,10.925
-0.033,0.115,-0.391,-49.316,72.693,6.775
0.017,0.123,-0.475,-38.086,70.435,8.545
0.075,0.158,-0.545,-26.733,65.002,13.306
0.128,0.181,-0.563,-17.944,55.725,19.226
0.177,0.179,-0.544,-15.869,41.870,25.085
0.212,0.159,-0.507,-18.616,28.259,30.640
0.242,0.172,-0.459,-22.034,15.991,36.926
0.269,0.178,-0.423,-21.362,7.080,46.326
0.243,0.176,-0.388,-16.174,2.808,59.692
0.320,0.292,-0.406,-10.315,-3.052,67.993
0.318,0.549,-0.326,0.916,-16.907,48.889
0.266,0.479,-0.131,13.794,-32.654,16.663
0.239,0.348,-0.066,1.892,-38.757,-3.906
0.226,0.251,-0.030,-14.404,-44.006,-11.230
0.205,0.181,0.065,-13.123,-58.655,-12.634
0.153,0.198,0.153,-0.366,-84.839,-8.728
0.151,0.182,0.485,14.221,-104.126,-0.549
0.145,0.255,0.621,14.709,-102.051,8.179
0.116,0.317,0.774,15.686,-93.323,6.958
0.083,0.303,0.877,19.958,-78.064,-0.732
0.060,0.238,0.922,24.109,-63.416,-8.545
0.048,0.161,0.938,28.137,-52.429,-13.794
0.054,0.093,0.955,32.349,-46.265,-15.442
0.059,0.022,0.990,35.461,-46.692,-16.418
0.063,-0.031,1.033,35.767,-48.706,-17.822
0.056,-0.066,1.067,33.691,-49.072,-19.226
0.052,-0.086,1.105,32.532,-48.950,-19.897
0.046,-0.114,1.150,33.630,-47.546,-18.616
0.043,-0.126,1.172,36.560,-44.861,-16.541
0.043,-0.140,1.179,39.917,-39.734,-13.550
0.033,-0.151,1.173,40.894,-34.546,-10.864
0.034,-0.163,1.156,38.391,-29.968,-10.376
0.033,-0.188,1.152,34.668,-28.198,-11.719
0.022,-0.211,1.171,31.372,-28.748,-13.794
0.014,-0.220,1.178,28.625,-31.311,-15.137
0.006,-0.241,1.195,28.442,-32.593,-14.404
-0.009,-0.245,1.207,28.931,-32.349,-12.512
-0.026,-0.242,1.216,26.245,-31.982,-9.888
-0.041,-0.219,1.224,21.423,-29.297,-6.775
-0.049,-0.204,1.228,16.846,-26.123,-4.211
-0.052,-0.188,1.222,14.587,-23.865,-2.625
-0.057,-0.169,1.207,15.137,-22.034,-1.770
-0.056,-0.155,1.201,15.747,-19.836,-1.099
-0.047,-0.148,1.175,16.846,-18.799,-0.244
-0.050,-0.138,1.158,20.691,-15.991,0.977
-0.046,-0.133,1.122,23.193,-14.709,1.892
-0.045,-0.122,1.092,23.437,-12.878,2.380
-0.052,-0.120,1.066,21.667,-12.268,0.671
-0.054,-0.125,1.049,17.212,-12.390,-2.075
-0.053,-0.143,1.030,12.146,-11.841,-4.395
-0.058,-0.160,1.034,8.606,-11.475,-6.226
-0.057,-0.183,1.037,5.859,-11.658,-7.507
-0.060,-0.186,1.044,4.578,-10.864,-7.507
-0.064,-0.178,1.041,5.676,-11.536,-6.531
-0.065,-0.173,1.047,9.949,-14.221,-5.615
-0.074,-0.168,1.056,15.442,-18.982,-4.761
-0.087,-0.181,1.085,18.066,-21.362,-1.343
-0.083,-0.166,1.090,13.123,-21.912,3.235
-0.078,-0.138,1.091,7.324,-19.470,5.127
-0.081,-0.134,1.098,4.883,-16.602,3.052
-0.089,-0.137,1.083,4.333,-12.085,0.610
-0.091,-0.135,1.060,4.333,-7.996,0.183
-0.088,-0.138,1.047,5.310,-7.996,0.793
-0.091,-0.148,1.058,7.935,-9.399,1.404
-0.096,-0.151,1.070,10.803,-10.986,2.808
-0.097,-0.144,1.078,12.390,-10.437,4.822
-0.094,-0.142,1.063,12.817,-9.033,5.005
-0.098,-0.141,1.057,12.085,-6.287,3.906
-0.102,-0.152,1.037,9.521,-4.761,2.136
-0.097,-0.150,1.019,5.554,-4.089,1.221
-0.101,-0.149,1.008,2.502,-4.150,0.732
-0.104,-0.150,1.004,0.916,-4.578,0.244
-0.100,-0.153,1.001,1.343,-4.883,0.549
-0.099,-0.158,0.993,3.662,-4.211,0.854
-0.094,-0.161,0.985,7.019,-3.418,1.404
-0.087,-0.167,0.954,9.277,-3.296,2.136
-0.086,-0.159,0.935,10.132,-2.136,2.319
-0.087,-0.177,0.927,9.216,-2.930,1.343
-0.085,-0.189,0.920,6.042,-4.944,0.732
-0.094,-0.166,0.924,2.625,-5.066,1.770
-0.099,-0.162,0.930,1.648,-7.507,3.235
-0.101,-0.158,0.937,2.991,-10.986,4.517
-0.105,-0.143,0.949,4.822,-11.047,5.920
-0.104,-0.136,0.954,6.104,-11.597,6.470
-0.104,-0.129,0.954,6.958,-10.925,5.676
-0.108,-0.141,0.959,8.301,-9.583,4.639
-0.103,-0.160,0.949,7.690,-9.460,3.113
-0.107,-0.173,0.944,6.226,-7.812,2.014
-0.112,-0.192,0.934,4.211,-7.324,1.099
-0.119,-0.182,0.928,2.502,-7.446,1.221
-0.126,-0.166,0.930,1.709,-8.179,2.625
-0.130,-0.168,0.942,2.258,-11.414,3.784
-0.130,-0.153,0.946,2.258,-14.038,5.310
-0.394,-0.386,1.714,-39.307,61.401,5.310
-0.401,-0.392,1.668,-38.452,71.350,7.263
-0.403,-0.391,1.612,-39.917,78.857,7.568
-0.405,-0.378,1.537,-45.593,85.754,7.996
-0.395,-0.374,1.462,-53.284,92.285,7.019
-0.385,-0.376,1.398,-61.279,97.168,4.700
-0.364,-0.362,1.323,-68.237,103.577,4.211
-0.336,-0.341,1.230,-69.214,111.694,5.432
-0.308,-0.324,1.118,-63.660,118.958,6.897
-0.269,-0.319,0.979,-56.396,125.122,8.728
-0.237,-0.307,0.838,-52.063,131.531,10.986
-0.208,-0.283,0.711,-50.720,134.155,14.832
-0.167,-0.231,0.583,-52.551,130.432,18.799
-0.138,-0.170,0.456,-52.612,120.178,22.034
-0.098,-0.126,0.409,-50.293,105.957,23.071
-0.058,-0.084,0.369,-51.086,97.290,23.499
-0.019,-0.018,0.283,-53.589,96.741,24.048
0.021,0.021,0.180,-50.354,97.534,24.048
0.053,0.043,0.089,-40.833,94.238,22.949
0.083,0.043,0.036,-32.715,89.966,22.888
0.101,0.058,0.019,-37.354,90.515,27.039
0.122,0.058,-0.041,-50.171,88.013,33.264
0.130,0.086,-0.072,-54.260,77.271,37.659
0.137,0.112,-0.061,-46.631,55.725,39.307
0.156,0.129,-0.020,-37.781,30.518,42.053
0.161,0.052,0.039,-34.607,12.878,49.988
0.221,0.297,0.110,-35.217,5.432,50.049
0.214,0.372,0.220,-27.039,11.902,31.555
0.206,0.344,0.228,-20.813,20.752,14.587
0.215,0.273,0.182,-19.958,31.372,5.432
0.221,0.251,0.106,-19.409,33.020,3.357
0.217,0.241,0.118,-13.733,21.301,4.395
0.226,0.247,0.203,-6.287,6.104,7.080
0.240,0.284,0.276,-3.723,-3.052,8.850
0.239,0.311,0.320,-1.526,-5.310,7.385
0.249,0.302,0.343,2.380,-5.615,3.296
0.267,0.265,0.340,5.371,-4.822,-0.732
0.271,0.243,0.319,6.958,-4.761,-2.686
0.277,0.236,0.317,9.033,-8.545,-1.892
0.284,0.242,0.338,11.292,-15.747,-0.427
0.281,0.245,0.382,12.939,-24.048,-0.977
0.269,0.235,0.434,12.695,-30.640,-3.479
0.248,0.220,0.492,10.559,-36.255,-5.737
0.226,0.197,0.563,8.423,-43.030,-8.606
0.203,0.171,0.645,7.568,-50.720,-11.414
0.177,0.147,0.740,7.874,-55.542,-12.878
0.156,0.134,0.823,8.850,-56.152,-13.184
0.142,0.125,0.887,11.414,-51.697,-12.573
0.133,0.110,0.915,16.602,-43.884,-12.451
0.126,0.083,0.909,22.522,-33.569,-12.634
0.129,0.060,0.855,27.649,-24.170,-13.245
0.135,0.028,0.813,32.043,-19.043,-13.611
0.144,-0.015,0.781,33.936,-19.470,-13.977
0.146,-0.040,0.766,32.898,-21.179,-13.672
0.149,-0.062,0.778,30.579,-25.635,-12.085
0.151,-0.076,0.800,28.931,-31.982,-9.521
0.141,-0.068,0.849,29.358,-36.621,-5.859
0.139,-0.039,0.872,29.663,-40.344,-2.930
0.122,-0.001,0.912,29.419,-40.894,-0.488
0.103,0.021,0.955,27.893,-41.809,-0.610
0.097,0.029,0.981,25.818,-43.579,-2.808
0.077,0.010,1.020,25.208,-41.809,-5.371
0.067,-0.016,1.030,24.475,-38.818,-7.812
0.056,-0.048,1.039,23.926,-34.546,-8.667
0.055,-0.070,1.033,24.780,-31.494,-8.118
0.053,-0.085,1.022,27.527,-29.419,-6.653
0.049,-0.090,1.017,30.640,-29.663,-4.639
0.062,-0.089,1.038,32.227,-32.837,-2.380
0.068,-0.070,1.042,30.945,-34.729,0.854
0.054,-0.038,1.058,29.297,-33.691,2.625
0.030,-0.009,1.070,26.489,-33.142,1.892
0.011,-0.006,1.089,23.315,-32.776,-0.488
0.002,-0.026,1.124,19.043,-34.607,-3.967
-0.005,-0.046,1.149,14.893,-35.889,-6.226
-0.013,-0.053,1.181,13.367,-34.973,-6.714
-0.017,-0.047,1.191,14.160,-32.227,-5.859
-0.018,-0.043,1.195,18.311,-26.306,-4.700
-0.020,-0.046,1.177,22.034,-21.301,-4.395
-0.021,-0.053,1.150,23.193,-16.968,-4.883
-0.023,-0.069,1.132,22.095,-15.320,-6.042
-0.018,-0.086,1.108,20.386,-14.709,-6.775
-0.019,-0.107,1.097,19.653,-13.367,-7.263
-0.016,-0.134,1.078,19.226,-13.367,-7.629
-0.023,-0.133,1.060,17.456,-12.024,-6.653
-0.033,-0.122,1.037,15.381,-11.719,-5.371
-0.030,-0.117,1.035,15.503,-13.245,-3.540
-0.037,-0.117,1.042,15.930,-15.869,-2.075
-0.043,-0.102,1.048,15.869,-15.015,-0.854
-0.041,-0.098,1.060,16.968,-14.893,0.122
-0.037,-0.097,1.063,18.127,-14.893,0.000
-0.039,-0.088,1.062,18.433,-12.878,-0.549
-0.038,-0.090,1.059,17.944,-11.963,-1.160
-0.033,-0.086,1.033,17.273,-10.132,-1.587
-0.033,-0.097,1.009,18.372,-7.996,-2.380
-0.034,-0.125,1.004,19.470,-8.972,-3.906
-0.032,-0.144,1.002,18.066,-10.437,-4.395
-0.038,-0.152,1.001,15.808,-10.681,-4.028
-0.041,-0.156,1.001,15.015,-11.169,-3.052
-0.041,-0.166,1.002,15.198,-12.329,-1.892
-0.049,-0.156,1.007,15.625,-13.184,-0.305
-0.057,-0.133,1.008,15.564,-13.550,2.014
-0.057,-0.122,1.006,16.479,-14.648,3.784
-0.062,-0.107,1.015,17.517,-14.771,3.479
-0.061,-0.111,1.018,16.418,-14.160,2.258
-0.064,-0.128,1.016,14.099,-13.123,-0.427
-0.066,-0.142,1.009,11.536,-10.925,-2.502
-0.068,-0.150,1.002,10.315,-9.399,-2.625
-0.069,-0.153,0.993,10.681,-8.789,-2.380
-0.070,-0.155,0.984,12.390,-8.179,-1.953
-0.058,-0.156,0.963,13.672,-8.118,-1.343
-0.057,-0.146,0.950,15.381,-7.690,-0.366
-0.061,-0.148,0.948,16.785,-9.705,-0.061
-0.068,-0.156,0.962,16.602,-13.123,-0.061
-0.072,-0.165,0.978,13.855,-15.686,0.000
-0.081,-0.167,0.997,10.315,-16.357,0.183
-0.082,-0.169,1.003,7.568,-16.296,0.000
-0.088,-0.169,1.008,7.141,-14.893,-0.305
-0.093,-0.171,1.005,7.874,-12.878,-0.916
-0.095,-0.164,1.000,8.789,-11.047,-1.404
-0.292,-0.255,2.138,-8.484,-26.978,-4.700
-0.336,-0.271,2.277,-8.179,-13.794,-6.653
-0.366,-0.283,2.350,-6.775,5.615,-8.911
-0.378,-0.296,2.364,-5.005,29.663,-9.705
-0.387,-0.330,2.330,-2.319,51.575,-10.681
-0.395,-0.377,2.258,-1.404,72.388,-12.512
-0.406,-0.413,2.139,-3.906,92.529,-14.771
-0.414,-0.436,1.990,-6.836,109.070,-15.686
-0.412,-0.457,1.854,-7.507,119.751,-14.282
-0.398,-0.459,1.732,-8.484,125.549,-12.024
-0.384,-0.442,1.617,-11.047,131.042,-8.972
-0.374,-0.457,1.527,-12.695,133.728,-7.080
-0.372,-0.499,1.448,-14.893,133.789,-7.874
-0.364,-0.516,1.348,-19.653,137.817,-7.751
-0.346,-0.553,1.197,-23.682,142.334,-4.822
-0.346,-0.526,1.061,-23.926,147.400,1.587
-0.331,-0.457,0.917,-23.926,151.245,11.597
-0.299,-0.378,0.765,-23.743,151.184,20.203
-0.263,-0.331,0.633,-22.034,149.109,23.315
-0.228,-0.283,0.437,-21.790,142.761,23.132
-0.203,-0.222,0.320,-21.362,131.104,24.353
-0.166,-0.197,0.274,-20.813,114.319,26.306
-0.120,-0.170,0.255,-24.902,101.318,28.198
-0.085,-0.129,0.228,-32.288,94.910,29.846
-0.058,-0.075,0.187,-37.231,91.614,30.640
-0.035,-0.043,0.160,-36.316,87.891,30.701
0.002,-0.031,0.141,-33.691,81.543,29.968
0.043,-0.009,0.126,-32.349,76.111,30.273
0.057,0.046,0.100,-32.776,71.533,32.715
0.095,0.091,0.106,-32.288,65.918,36.926
0.114,0.114,0.138,-31.494,57.495,43.457
0.123,0.141,0.192,-33.630,50.293,53.955
0.142,0.138,0.220,-38.818,45.654,68.298
0.208,0.114,0.181,-41.016,43.457,80.811
0.238,0.430,0.219,-30.762,38.513,60.730
0.221,0.344,0.287,-6.897,29.785,24.902
0.247,0.172,0.295,-7.324,34.180,3.235
0.292,0.093,0.193,-27.588,46.021,0.793
0.295,0.110,0.067,-36.255,47.424,4.456
0.308,0.131,0.057,-24.292,31.372,9.583
0.346,0.151,0.119,-8.667,13.672,15.198
0.367,0.189,0.166,-6.165,5.371,17.334
0.375,0.211,0.191,-12.207,2.502,14.221
0.385,0.191,0.206,-18.677,0.122,8.240
0.387,0.151,0.231,-21.118,-4.028,3.967
0.382,0.130,0.270,-19.592,-9.216,3.906
0.373,0.144,0.309,-16.357,-15.625,6.714
0.362,0.180,0.354,-11.780,-21.912,9.460
0.346,0.206,0.416,-7.324,-28.137,9.827
0.335,0.224,0.465,-7.080,-31.921,8.423
0.330,0.227,0.507,-9.155,-33.386,5.920
0.326,0.203,0.538,-8.850,-35.217,1.892
0.319,0.168,0.571,-5.432,-36.072,-0.793
0.313,0.149,0.595,-0.061,-36.072,-0.122
0.309,0.160,0.617,5.615,-35.278,2.625
0.303,0.179,0.626,9.766,-34.729,4.211
0.295,0.182,0.636,11.475,-35.278,2.869
0.286,0.166,0.661,10.498,-37.720,-0.793
0.276,0.147,0.687,8.118,-41.870,-3.967
0.263,0.132,0.716,6.226,-46.448,-5.127
0.247,0.112,0.758,5.981,-50.171,-5.615
0.233,0.079,0.806,7.507,-52.917,-6.653
0.220,0.044,0.850,9.094,-53.406,-7.385
0.205,0.018,0.893,10.254,-52.124,-7.080
0.193,0.005,0.923,11.597,-50.110,-6.226
0.191,-0.000,0.939,14.343,-47.791,-4.761
0.189,-0.013,0.953,17.700,-44.678,-3.723
0.179,-0.028,0.965,19.287,-42.725,-3.113
0.169,-0.030,0.967,18.311,-41.809,-2.563
0.162,-0.024,0.971,16.174,-41.382,-1.648
0.149,-0.018,0.987,14.771,-41.809,-0.854
0.137,-0.007,1.001,14.160,-42.786,-0.366
0.131,-0.005,1.014,14.038,-42.480,-0.183
0.126,-0.009,1.029,14.587,-40.710,-0.610
0.123,-0.012,1.031,15.625,-38.818,-0.671
0.120,-0.008,1.028,17.395,-36.499,0.000
0.107,-0.001,1.032,19.958,-34.485,0.793
0.093,-0.002,1.043,22.339,-33.936,0.977
0.082,-0.012,1.050,23.926,-32.959,0.244
0.076,-0.028,1.045,23.437,-30.457,-0.916
0.080,-0.044,1.029,21.851,-27.405,-2.319
0.087,-0.058,1.001,20.935,-24.780,-3.113
